Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
121958,1746.05,-0.6642274433044227,-0.347526733772955,2.3573763650327084,-0.8711337640375167,0.878643509726043,-1.2663405056257042,-1.9593902260907439,-1.7438481166328978,1.2177484856512002,1.0742472339446603,-0.7145470084708703,-0.5939031720203022,1.9928326252700297,-0.09530972104935061,1.0033827642199402,1.0548590692108868,0.40343686287129077,-0.2656218217805378,-1.365140676856802,-0.4997204994197924,1.1364705083670374,-0.16898649815484168,-0.7888492497413011,0.50997691724033,0.9079991561824573,0.9180314686799862,0.011936780181387968,-1.5117871459689358,0
146867,3629.78,1.3601113662481714,0.8291386845852685,0.937838301566644,0.4033900233540776,0.7621984007922114,-0.05798394743223416,0.7326493607290827,0.1190184060539747,-0.8684410292521488,1.5261863173616617,-0.26170506767822693,-0.10622149384201134,-0.7792955995214319,0.41692950326481654,0.12181470577485806,-0.18688583038065085,-0.7717112201805404,1.0365155835044346,-0.7105300793262077,-0.10266860856592804,-0.9125077743940353,0.7686480879681981,-0.26130011056889496,-0.7263593079771473,0.5064207749970311,0.6870670696361196,-0.3075567351812621,0.5349706723637695,0
131932,4485.55,-2.037075934972139,1.286974963849594,-0.8401100785833383,-0.9384679102058486,-0.029890473902299677,-0.44838021905388226,0.8554600086826448,-1.5253190902334557,-0.6852061978594057,-0.7206396718319498,0.8291298273361137,0.0834811255198509,0.17252678292308982,0.38196645752409497,1.5452571697547433,-0.676241208242424,-0.5003860901204341,-0.5636826623316449,-2.57352424369814,-1.2763359206265377,0.40795690975064797,0.0767629503307216,1.0823538731623088,-0.34477744535889615,0.624287956648842,0.723348218864005,0.44339795063605675,-0.5968291881157131,0
103694,4435.43,1.5700322805426723,-0.4446375582456402,0.16469782743714056,0.6442681595093017,-0.17431370503474794,2.0100092893000014,1.2873243901521403,-1.1338155950868831,-0.15155545500997972,0.5288313018130198,-0.02733193410609337,-0.5199750884075218,0.5108629891483177,-0.8214695290296501,2.414217312238733,-1.0943647975501434,0.4385017695657377,0.4152725791132739,-0.3071002056878268,-0.8302167188922722,0.35502561793492887,-1.3844231543584364,-1.2584148305649208,-1.8719709055230525,-1.4251777645007055,1.6453818327071346,0.10131028322125178,-1.107852819556511,0
119879,3899.38,-0.3023242420763079,-0.42740794244947544,-0.36253502509936236,0.2765691525949277,-0.3915648063298045,1.7698624206769662,0.47097850370678035,-0.2180358781982199,-0.7036545495665113,0.1508702132775345,-0.6561959548884432,-0.3587659360951468,2.444582752582506,0.5310966022846075,-0.4702435923032813,-0.5881543569877504,0.07877772786633341,-1.1712161733772697,-0.5342402719629263,0.3131117685738916,1.2749773820208183,0.18379937299342966,-1.2386461271140756,-1.173245689947668,-1.80817792253016,1.1263475324349776,-0.7929315499398801,-1.874728280561408,0
110268,3210.16,-0.004562828990296256,-0.5526457733470056,0.5838003761562907,-0.6507135373450895,-0.015193128769989376,-1.034372827923598,0.8456015144669514,-2.6388085002598998,0.9319797549595751,-0.11787406458159562,-0.7328928857272259,-0.08152282681934891,-0.5422823377626642,1.6224983409010136,-0.429063876901458,1.4182387829062901,1.0539209114064536,2.2739410386772008,0.15091096362506948,0.12983191628803234,0.19774913553806917,-0.4143897919652327,0.9605779037089842,0.3548738029360466,1.182594359069889,-0.15742133377341097,2.4609962258425813,-0.21540612797099312,0
54886,420.71,-0.6823426011201539,0.9638503187153616,0.5434991027893419,1.0730873454103131,0.863100226170631,-0.7107601035491785,1.840217134841991,0.7789797120440013,1.8133439519827754,0.35600262922502623,-0.06957820892122617,-0.18241813553953884,-1.7967380129780532,0.022203934542636587,-0.24624212194871742,-1.0842100797798124,-0.9695035058459894,-0.23959232465370883,0.044607724434289384,0.8063654246577088,-0.8291091806340453,0.8569962449162634,-1.375225117962206,-0.8688460783184304,-1.97929830303683,-0.0012678534874969365,0.7407563785031073,-1.2645851145979052,0
137337,808.15,-0.04819548553581296,0.9735574475201241,1.083609653905471,-0.16396087960192127,-0.7964401810595795,0.07377010788688614,-0.7454734920621153,-2.409888167106808,-0.6574321575531379,0.21799741066613734,0.8899875622171,0.031075966875013874,1.4903794701929813,-1.4609249386516574,0.5957022501755148,2.1167468214796505,-0.08070565221712739,0.008763484885367153,1.2570797684810704,-0.600511018185164,-1.6047549879109688,0.15121834399513978,-0.17898344139169084,1.0637739837855766,-0.14819354138251523,0.6009383807117264,0.1270685733595555,0.05641945327380404,0
168266,4492.77,1.2711382259809147,1.385903321291099,-0.8505564586621955,0.547215938057004,0.10884563020912037,1.3972264225587627,-0.9438507054237175,-0.07737239133277289,-0.43223783916462677,0.5414075688725882,1.5910193057751172,-0.6766708032480138,-0.8333735587954348,-0.6872265309140099,1.32596997047509,-0.8406074274696438,0.888773117011151,1.654754358850542,2.5943101847741112,0.057602226005241515,-0.3488031548729745,0.09450765304739081,-0.1586511834690122,-0.9538890884133123,-0.3677023262177871,0.13617467474782943,-0.5136113022139397,1.7693373234006244,0
87498,3032.15,0.7708631014640396,1.008602949848836,0.10473529863813051,-0.9171598051960359,-1.1186314281988077,0.057013136371051244,-1.0945865395529288,0.015019226594289363,-0.1633208072838984,1.441716760950052,-0.20576859802966765,1.0045929091264905,-0.36158858057559284,-1.7794294488516276,-0.6528084841698033,0.7499499706512455,0.36119974375139846,-0.5866727743052094,1.1375390131506349,-0.6718674108838283,-1.9581754288830124,-1.0482511637190517,0.21757953634296223,0.45325450128577094,-0.46015096167640857,0.7051733219097177,0.9527596891941905,0.1995073264388884,0
